s_1@TE0_1@TE0_re,s_1@TE0_1@TE0_im,s_2@TE0_1@TE0_re,s_2@TE0_1@TE0_im,s_1@TE0_2@TE0_re,s_1@TE0_2@TE0_im,s_2@TE0_2@TE0_re,s_2@TE0_2@TE0_im,wavelength_μm
-0.0005700511498408,1.6124458078701689e-06,-0.9955371902323946,0.0613243107305078,-0.9955371902323946,0.0613243107305078,-0.0005700511498408,1.6124458078701689e-06,1.5331
-0.0005678464695595,6.655774235281532e-06,-0.995104051329282,0.0679844361084263,-0.995104051329282,0.0679844361084263,-0.0005678464695595,6.655774235281532e-06,1.5332
-0.000565578633982,1.166782823841894e-05,-0.9946264198930012,0.0746406929076416,-0.9946264198930012,0.0746406929076416,-0.000565578633982,1.166782823841894e-05,1.5333
-0.0005632482405776,1.6647757959697317e-05,-0.9941043334862948,0.0812927848109778,-0.9941043334862948,0.0812927848109778,-0.0005632482405776,1.6647757959697317e-05,1.5334
-0.0005608556102608,2.15948827940012e-05,-0.9935378321954024,0.0879404152888024,-0.9935378321954024,0.0879404152888024,-0.0005608556102608,2.15948827940012e-05,1.5335
-0.0005584012635605,2.650842022579444e-05,-0.9929269577036384,0.0945832885818224,-0.9929269577036384,0.0945832885818224,-0.0005584012635605,2.650842022579444e-05,1.5336
-0.0005558856823734,3.138762160882396e-05,-0.9922717537493988,0.1012211092289757,-0.9922717537493988,0.1012211092289757,-0.0005558856823734,3.138762160882396e-05,1.5337
-0.0005533093575636,3.623174505429204e-05,-0.9915722660300949,0.1078535821778309,-0.9915722660300949,0.1078535821778309,-0.0005533093575636,3.623174505429204e-05,1.5338
-0.0005506727887441,4.1040055690089706e-05,-0.9908285421985196,0.1144804127966364,-0.9908285421985196,0.1144804127966364,-0.0005506727887441,4.1040055690089706e-05,1.5339
-0.0005479764843056,4.581182559358009e-05,-0.9900406318589244,0.1211013068879767,-0.9900406318589244,0.1211013068879767,-0.0005479764843056,4.581182559358009e-05,1.534
-0.0005452209612543,5.0546333980786325e-05,-0.9892085865631304,0.1277159707012999,-0.9892085865631304,0.1277159707012999,-0.0005452209612543,5.0546333980786325e-05,1.5341
-0.0005424067451149,5.52428673311e-05,-0.9883324598066234,0.134324110945575,-0.9883324598066234,0.134324110945575,-0.0005424067451149,5.52428673311e-05,1.5342
-0.0005395343698955,5.990071933700202e-05,-0.9874123070243168,0.1409254348025258,-0.9874123070243168,0.1409254348025258,-0.0005395343698955,5.990071933700202e-05,1.5343
-0.0005366043778497,6.451919124170883e-05,-0.9864481855866146,0.1475196499385894,-0.9864481855866146,0.1475196499385894,-0.0005366043778497,6.451919124170883e-05,1.5344
-0.0005336173195185,6.909759172724331e-05,-0.9854401547949942,0.1541064645183453,-0.9854401547949942,0.1541064645183453,-0.0005336173195185,6.909759172724331e-05,1.5345
-0.000530573753544,7.363523709511585e-05,-0.9843882758777648,0.160685587216832,-0.9843882758777648,0.160685587216832,-0.000530573753544,7.363523709511585e-05,1.5346
-0.0005274741069934,7.813153109842087e-05,-0.9832926122797844,0.1672567269743722,-0.9832926122797844,0.1672567269743722,-0.0005274741069934,7.813153109842087e-05,1.5347
-0.0005243193732865,8.258556623219223e-05,-0.982153228187107,0.1738195942980641,-0.982153228187107,0.1738195942980641,-0.0005243193732865,8.258556623219223e-05,1.5348
-0.0005211096684914,8.699694861957233e-05,-0.9809701915654768,0.1803738986103643,-0.9809701915654768,0.1803738986103643,-0.0005211096684914,8.699694861957233e-05,1.5349
-0.0005178458486383,9.136487391243602e-05,-0.9797435707425064,0.1869193512417567,-0.9797435707425064,0.1869193512417567,-0.0005178458486383,9.136487391243602e-05,1.535
-0.0005145284173825,9.568875157287042e-05,-0.9784734367126834,0.1934556634365357,-0.9784734367126834,0.1934556634365357,-0.0005145284173825,9.568875157287042e-05,1.5351
-0.0005111579789755,9.996794593605832e-05,-0.977159862172346,0.1999825471953889,-0.977159862172346,0.1999825471953889,-0.0005111579789755,9.996794593605832e-05,1.5352
-0.0005077351620923,0.0001042018198699,-0.97580292167515,0.2064997151470156,-0.97580292167515,0.2064997151470156,-0.0005077351620923,0.0001042018198699,1.5353
-0.0005042605865981,0.0001083897536733,-0.97440269169848,0.2130068805016459,-0.97440269169848,0.2130068805016459,-0.0005042605865981,0.0001083897536733,1.5354
-0.0005007348794316,0.000112531136149,-0.972959250604181,0.2195037570917868,-0.972959250604181,0.2195037570917868,-0.0005007348794316,0.000112531136149,1.5355
-0.0004971586746227,0.0001166253644863,-0.9714726786330904,0.2259900593850682,-0.9714726786330904,0.2259900593850682,-0.0004971586746227,0.0001166253644863,1.5356
-0.0004935326131202,0.0001206718444549,-0.969943057900121,0.2324655024962675,-0.969943057900121,0.2324655024962675,-0.0004935326131202,0.0001206718444549,1.5357
-0.0004898573426929,0.0001246699904064,-0.9683704723886856,0.2389298021994757,-0.9683704723886856,0.2389298021994757,-0.0004898573426929,0.0001246699904064,1.5358
-0.0004861334350591,0.0001286192728461,-0.9667550081308158,0.2453826748018807,-0.9667550081308158,0.2453826748018807,-0.0004861334350591,0.0001286192728461,1.5359
-0.0004823617994834,0.0001325189813856,-0.9650967522757288,0.251823837847643,-0.9650967522757288,0.251823837847643,-0.0004823617994834,0.0001325189813856,1.536
-0.0004785428552785,0.0001363686989201,-0.9633957949358314,0.2582530087464181,-0.9633957949358314,0.2582530087464181,-0.0004785428552785,0.0001363686989201,1.5361
-0.0004746773590434,0.0001401678276559,-0.9616522273298198,0.2646699061687281,-0.9616522273298198,0.2646699061687281,-0.0004746773590434,0.0001401678276559,1.5362
-0.0004707659908791,0.000143915826159,-0.959866142702509,0.2710742493665046,-0.959866142702509,0.2710742493665046,-0.0004707659908791,0.000143915826159,1.5363
-0.0004668094370085,0.0001476121620546,-0.9580376361341122,0.2774657583229834,-0.9580376361341122,0.2774657583229834,-0.0004668094370085,0.0001476121620546,1.5364
-0.0004628083896452,0.0001512563120873,-0.9561668045343604,0.2838441537648002,-0.9561668045343604,0.2838441537648002,-0.0004628083896452,0.0001512563120873,1.5365
-0.00045876354689,0.0001548477621526,-0.954253746636535,0.2902091571737561,-0.954253746636535,0.2902091571737561,-0.00045876354689,0.0001548477621526,1.5366
-0.0004546756125788,0.0001583860074299,-0.9522985629916804,0.2965604907985211,-0.9522985629916804,0.2965604907985211,-0.0004546756125788,0.0001583860074299,1.5367
