s_1@TE0_1@TE0_re,s_1@TE0_1@TE0_im,s_2@TE0_1@TE0_re,s_2@TE0_1@TE0_im,s_3@TE0_1@TE0_re,s_3@TE0_1@TE0_im,s_4@TE0_1@TE0_re,s_4@TE0_1@TE0_im,s_1@TE0_2@TE0_re,s_1@TE0_2@TE0_im,s_2@TE0_2@TE0_re,s_2@TE0_2@TE0_im,s_3@TE0_2@TE0_re,s_3@TE0_2@TE0_im,s_4@TE0_2@TE0_re,s_4@TE0_2@TE0_im,s_1@TE0_3@TE0_re,s_1@TE0_3@TE0_im,s_2@TE0_3@TE0_re,s_2@TE0_3@TE0_im,s_3@TE0_3@TE0_re,s_3@TE0_3@TE0_im,s_4@TE0_3@TE0_re,s_4@TE0_3@TE0_im,s_1@TE0_4@TE0_re,s_1@TE0_4@TE0_im,s_2@TE0_4@TE0_re,s_2@TE0_4@TE0_im,s_3@TE0_4@TE0_re,s_3@TE0_4@TE0_im,s_4@TE0_4@TE0_re,s_4@TE0_4@TE0_im,wavelength_μm
-0.0198142649690718,-0.0002338537262474,-0.0001756543199137,-0.0004577265085184,-0.2984733937143761,0.6346017073553846,0.6362554010436258,0.2982704338685363,-0.0001756543199137,-0.0004577265085184,-0.0198142649690718,-0.0002338537262474,0.6362554010436258,0.2982704338685363,-0.2984733937143761,0.6346017073553846,-0.2984733937143761,0.6346017073553846,0.6362554010436258,0.2982704338685363,-0.0198142649690718,-0.0002338537262474,-0.0001756543199137,-0.0004577265085184,0.6362554010436258,0.2982704338685363,-0.2984733937143761,0.6346017073553846,-0.0001756543199137,-0.0004577265085184,-0.0198142649690718,-0.0002338537262474,1.5
-0.0198903776790488,-0.0001785103564557,-0.0002256798893269,-0.0004176231826348,-0.2276914654715593,0.6633087863991574,0.6649247374265832,0.227357512167466,-0.0002256798893269,-0.0004176231826348,-0.0198903776790488,-0.0001785103564557,0.6649247374265832,0.227357512167466,-0.2276914654715593,0.6633087863991574,-0.2276914654715593,0.6633087863991574,0.6649247374265832,0.227357512167466,-0.0198903776790488,-0.0001785103564557,-0.0002256798893269,-0.0004176231826348,0.6649247374265832,0.227357512167466,-0.2276914654715593,0.6633087863991574,-0.0002256798893269,-0.0004176231826348,-0.0198903776790488,-0.0001785103564557,1.5001
-0.0199562132323684,-0.000114048248932,-0.0002683893123587,-0.0003722125800587,-0.1542171636335159,0.6841451211828182,0.6857156669533998,0.1537564006301722,-0.0002683893123587,-0.0003722125800587,-0.0199562132323684,-0.000114048248932,0.6857156669533998,0.1537564006301722,-0.1542171636335159,0.6841451211828182,-0.1542171636335159,0.6841451211828182,0.6857156669533998,0.1537564006301722,-0.0199562132323684,-0.000114048248932,-0.0002683893123587,-0.0003722125800587,0.6857156669533998,0.1537564006301722,-0.1542171636335159,0.6841451211828182,-0.0002683893123587,-0.0003722125800587,-0.0199562132323684,-0.000114048248932,1.5002
-0.0200107395429391,-4.209649167145505e-05,-0.0003033412083067,-0.0003226804280121,-0.078922934626857,0.6968669533914579,0.6983845830470212,0.0783394783503983,-0.0003033412083067,-0.0003226804280121,-0.0200107395429391,-4.209649167145505e-05,0.6983845830470212,0.0783394783503983,-0.078922934626857,0.6968669533914579,-0.078922934626857,0.6968669533914579,0.6983845830470212,0.0783394783503983,-0.0200107395429391,-4.209649167145505e-05,-0.0003033412083067,-0.0003226804280121,0.6983845830470212,0.0783394783503983,-0.078922934626857,0.6968669533914579,-0.0003033412083067,-0.0003226804280121,-0.0200107395429391,-4.209649167145505e-05,1.5003
-0.0200531543436502,3.560706978527421e-05,-0.0003302668443159,-0.0002702218487883,-0.0027021437256486,0.7013269128978783,0.7027841365568557,0.0020001211094725,-0.0003302668443159,-0.0002702218487883,-0.0200531543436502,3.560706978527421e-05,0.7027841365568557,0.0020001211094725,-0.0027021437256486,0.7013269128978783,-0.0027021437256486,0.7013269128978783,0.7027841365568557,0.0020001211094725,-0.0200531543436502,3.560706978527421e-05,-0.0003302668443159,-0.0002702218487883,0.7027841365568557,0.0020001211094725,-0.0027021437256486,0.7013269128978783,-0.0003302668443159,-0.0002702218487883,-0.0200531543436502,3.560706978527421e-05,1.5004
-0.0200828955342398,0.000117243153621,-0.0003490628220887,-0.0002160199530914,0.0735415356658775,0.6974756550156801,0.6988649039540079,-0.0743578786688065,-0.0003490628220887,-0.0002160199530914,-0.0200828955342398,0.000117243153621,0.6988649039540079,-0.0743578786688065,0.0735415356658775,0.6974756550156801,0.0735415356658775,0.6974756550156801,0.6988649039540079,-0.0743578786688065,-0.0200828955342398,0.000117243153621,-0.0003490628220887,-0.0002160199530914,0.6988649039540079,-0.0743578786688065,0.0735415356658775,0.6974756550156801,-0.0003490628220887,-0.0002160199530914,-0.0200828955342398,0.000117243153621,1.5005
-0.0200996495338741,0.0002009393651546,-0.0003597820186091,-0.0001612267497361,0.1489048377359751,0.6853623347442096,0.6866758976459026,-0.1498310051501905,-0.0003597820186091,-0.0001612267497361,-0.0200996495338741,0.0002009393651546,0.6866758976459026,-0.1498310051501905,0.1489048377359751,0.6853623347442096,0.1489048377359751,0.6853623347442096,0.6866758976459026,-0.1498310051501905,-0.0200996495338741,0.0002009393651546,-0.0003597820186091,-0.0001612267497361,0.6866758976459026,-0.1498310051501905,0.1489048377359751,0.6853623347442096,-0.0003597820186091,-0.0001612267497361,-0.0200996495338741,0.0002009393651546,1.5006
-0.020103357488309,0.0002847997665993,-0.0003626232617183,-0.0001069462416386,0.2224955982358664,0.6651339148386772,0.6663639138657945,-0.2235266995298069,-0.0003626232617183,-0.0001069462416386,-0.020103357488309,0.0002847997665993,0.6663639138657945,-0.2235266995298069,0.2224955982358664,0.6651339148386772,0.2224955982358664,0.6651339148386772,0.6663639138657945,-0.2235266995298069,-0.020103357488309,0.0002847997665993,-0.0003626232617183,-0.0001069462416386,0.6663639138657945,-0.2235266995298069,0.2224955982358664,0.6651339148386772,-0.0003626232617183,-0.0001069462416386,-0.020103357488309,0.0002847997665993,1.5007
-0.0200942189337241,0.0003669358722389,-0.0003579201056751,-5.421950364941452e-05,0.2934433005367197,0.6370333184397806,0.6381717264653303,-0.2945739018924804,-0.0003579201056751,-5.421950364941452e-05,-0.0200942189337241,0.0003669358722389,0.6381717264653303,-0.2945739018924804,0.2934433005367197,0.6370333184397806,0.2934433005367197,0.6370333184397806,0.6381717264653303,-0.2945739018924804,-0.0200942189337241,0.0003669358722389,-0.0003579201056751,-5.421950364941452e-05,0.6381717264653303,-0.2945739018924804,0.2934433005367197,0.6370333184397806,-0.0003579201056751,-5.421950364941452e-05,-0.0200942189337241,0.0003669358722389,1.5008
-0.0200726923827498,0.0004454991264015,-0.0003461289497149,-4.011504219635683e-06,0.3609093497658301,0.601396450674861,0.6024351491489904,-0.362133330391383,-0.0003461289497149,-4.011504219635683e-06,-0.0200726923827498,0.0004454991264015,0.6024351491489904,-0.362133330391383,0.3609093497658301,0.601396450674861,0.3609093497658301,0.601396450674861,0.6024351491489904,-0.362133330391383,-0.0200726923827498,0.0004454991264015,-0.0003461289497149,-4.011504219635683e-06,0.6024351491489904,-0.362133330391383,0.3609093497658301,0.601396450674861,-0.0003461289497149,-4.011504219635683e-06,-0.0200726923827498,0.0004454991264015,1.5009
