s_1@TE0_1@TE0_re,s_1@TE0_1@TE0_im,s_2@TE0_1@TE0_re,s_2@TE0_1@TE0_im,s_3@TE0_1@TE0_re,s_3@TE0_1@TE0_im,s_1@TE0_2@TE0_re,s_1@TE0_2@TE0_im,s_2@TE0_2@TE0_re,s_2@TE0_2@TE0_im,s_3@TE0_2@TE0_re,s_3@TE0_2@TE0_im,s_1@TE0_3@TE0_re,s_1@TE0_3@TE0_im,s_2@TE0_3@TE0_re,s_2@TE0_3@TE0_im,s_3@TE0_3@TE0_re,s_3@TE0_3@TE0_im,wavelength_μm
0.0160389230510639,-0.0017834481782725,0.568844520396443,-0.3365691216288986,0.5688499679190423,-0.3365582966215974,0.56868540636858,-0.3362727677097102,0.1218609450097572,0.06048494816539,-0.1100740177007953,-0.0560870498501236,0.56868540636858,-0.3362727677097102,-0.1100740177007953,-0.0560870498501236,0.1218609450097572,0.06048494816539,1.5
0.0157605367865513,-0.0034485082089011,0.5413626778764897,-0.3790214419215354,0.5413689859924493,-0.3790111521862607,0.5412288678883567,-0.37871644179148,0.1275205243581253,0.0478389645746526,-0.1153389720944617,-0.044642686706528,0.5412288678883567,-0.37871644179148,-0.1153389720944617,-0.044642686706528,0.1275205243581253,0.0478389645746526,1.5001
0.0153111964515249,-0.0050696782078314,0.5107341546212114,-0.4192326399678306,0.5107412694085722,-0.4192229562972789,0.5106253121806836,-0.4189209583688468,0.1318774861896756,0.0346645541113935,-0.1194191364354114,-0.0327050416915667,0.5106253121806836,-0.4189209583688468,-0.1194191364354114,-0.0327050416915667,0.1318774861896756,0.0346645541113935,1.5002
0.0146974908203136,-0.0066290837705764,0.477141460117818,-0.4569718513867932,0.4771493214885807,-0.4569628388850964,0.4770571718447949,-0.4566552344336358,0.134882111277994,0.0210952675502436,-0.1222679823876535,-0.0203961517954575,0.4770571718447949,-0.4566552344336358,-0.1222679823876535,-0.0203961517954575,0.134882111277994,0.0210952675502436,1.5003
0.0139279249232155,-0.0081098160353277,0.4407837787767873,-0.4920230192263823,0.440792321113802,-0.4920147367236025,0.4407235997105455,-0.491703027140568,0.1364983071739872,0.0072694464251121,-0.1238514854678314,-0.0078425597866379,0.4407235997105455,-0.491703027140568,-0.1238514854678314,-0.0078425597866379,0.1364983071739872,0.0072694464251121,1.5004
0.0130127834375678,-0.0094961455865176,0.4018757920333947,-0.5241860796112526,0.401884944893328,-0.5241785791536485,0.4018392707516414,-0.523864121742841,0.136704089310389,-0.0066711613336085,-0.1241485930451215,0.0048259634387843,0.4018392707516414,-0.523864121742841,-0.1241485930451215,0.0048259634387843,0.136704089310389,-0.0066711613336085,1.5005
0.0119639680103426,-0.0107737206455554,0.3606464089316784,-0.5532780638584248,0.3606560977989253,-0.5532713902836568,0.3606330971435652,-0.5529554267603942,0.1354919233802166,-0.0205828358477085,-0.1231515593027798,0.0174777540310138,0.3606330971435652,-0.5529554267603942,-0.1231515593027798,0.0174777540310138,0.1354919233802166,-0.0205828358477085,1.5006
0.0107948078196659,-0.0119297451274884,0.3173374070760071,-0.5791341029511462,0.3173475541583297,-0.5791282935540315,0.3173468622992298,-0.5788119665294141,0.132868924010877,-0.0343213574616131,-0.1208661373412263,0.0299806317368776,0.3173468622992298,-0.5788119665294141,-0.1208661373412263,0.0299806317368776,0.132868924010877,-0.0343213574616131,1.5007
0.0095198445479857,-0.0129531303322949,0.2722019922446538,-0.6016083190002047,0.2722125173009802,-0.6016034032945595,0.272233782999617,-0.6012877614991995,0.1288569047678638,-0.0477435038464774,-0.117311622110751,0.0422032992666548,0.272233782999617,-0.6012877614991995,-0.117311622110751,0.0422032992666548,0.1288569047678638,-0.0477435038464774,1.5008
0.0081545956417796,-0.0138346135425462,0.2255032911035152,-0.6205745907726078,0.2255141122883306,-0.6205705903525512,0.225557011685223,-0.6202565885530251,0.1234922746861248,-0.0607085580626899,-0.1125207420190556,0.0540167450526067,0.225557011685223,-0.6202565885530251,-0.1125207420190556,0.0540167450526067,0.1234922746861248,-0.0607085580626899,1.5009
