s_1@TE0_1@TE0_re,s_1@TE0_1@TE0_im,s_2@TE0_1@TE0_re,s_2@TE0_1@TE0_im,s_3@TE0_1@TE0_re,s_3@TE0_1@TE0_im,s_4@TE0_1@TE0_re,s_4@TE0_1@TE0_im,s_1@TE0_2@TE0_re,s_1@TE0_2@TE0_im,s_2@TE0_2@TE0_re,s_2@TE0_2@TE0_im,s_3@TE0_2@TE0_re,s_3@TE0_2@TE0_im,s_4@TE0_2@TE0_re,s_4@TE0_2@TE0_im,s_1@TE0_3@TE0_re,s_1@TE0_3@TE0_im,s_2@TE0_3@TE0_re,s_2@TE0_3@TE0_im,s_3@TE0_3@TE0_re,s_3@TE0_3@TE0_im,s_4@TE0_3@TE0_re,s_4@TE0_3@TE0_im,s_1@TE0_4@TE0_re,s_1@TE0_4@TE0_im,s_2@TE0_4@TE0_re,s_2@TE0_4@TE0_im,s_3@TE0_4@TE0_re,s_3@TE0_4@TE0_im,s_4@TE0_4@TE0_re,s_4@TE0_4@TE0_im,wavelength_μm
0.00347147994942,0.000327289954433,0.0032048443453203,-0.0004004291287422,0.9736896714717802,0.0539717984476638,-0.0031372486718136,0.000399138781179,0.0032048443453203,-0.0004004291287422,0.00347147994942,0.000327289954433,-0.0031372486718136,0.000399138781179,0.9736896714717802,0.0539717984476638,0.9736896714717802,0.0539717984476638,-0.0031372486718136,0.000399138781179,0.00347147994942,0.000327289954433,0.0032048443453203,-0.0004004291287422,-0.0031372486718136,0.000399138781179,0.9736896714717802,0.0539717984476638,0.0032048443453203,-0.0004004291287422,0.00347147994942,0.000327289954433,1.5
0.0035042347295794,0.0002355989217343,0.0032095648744824,-0.0004303777077786,0.9740738003357032,0.04649711802022,-0.003142018383778,0.0004283949001914,0.0032095648744824,-0.0004303777077786,0.0035042347295794,0.0002355989217343,-0.003142018383778,0.0004283949001914,0.9740738003357032,0.04649711802022,0.9740738003357032,0.04649711802022,-0.003142018383778,0.0004283949001914,0.0035042347295794,0.0002355989217343,0.0032095648744824,-0.0004303777077786,-0.003142018383778,0.0004283949001914,0.9740738003357032,0.04649711802022,0.0032095648744824,-0.0004303777077786,0.0035042347295794,0.0002355989217343,1.5001
0.0035354983893277,0.0001433296740403,0.0032138925344368,-0.000460512803503,0.9744004486622556,0.039020937368165,-0.0031464042804126,0.0004578392216148,0.0032138925344368,-0.000460512803503,0.0035354983893277,0.0001433296740403,-0.0031464042804126,0.0004578392216148,0.9744004486622556,0.039020937368165,0.9744004486622556,0.039020937368165,-0.0031464042804126,0.0004578392216148,0.0035354983893277,0.0001433296740403,0.0032138925344368,-0.000460512803503,-0.0031464042804126,0.0004578392216148,0.9744004486622556,0.039020937368165,0.0032138925344368,-0.000460512803503,0.0035354983893277,0.0001433296740403,1.5002
0.0035652619027784,5.05050221223279e-05,0.0032178226757227,-0.0004908278141305,0.9746696286221204,0.0315436990296487,-0.0031504016694605,0.0004874652891781,0.0032178226757227,-0.0004908278141305,0.0035652619027784,5.05050221223279e-05,-0.0031504016694605,0.0004874652891781,0.9746696286221204,0.0315436990296487,0.9746696286221204,0.0315436990296487,-0.0031504016694605,0.0004874652891781,0.0035652619027784,5.05050221223279e-05,0.0032178226757227,-0.0004908278141305,-0.0031504016694605,0.0004874652891781,0.9746696286221204,0.0315436990296487,0.0032178226757227,-0.0004908278141305,0.0035652619027784,5.05050221223279e-05,1.5003
0.0035935165800829,-4.285208069535398e-05,0.0032213507772801,-0.0005213160257707,0.9748813557859352,0.0240658451025663,-0.0031540059842268,0.0005172665336527,0.0032213507772801,-0.0005213160257707,0.0035935165800829,-4.285208069535398e-05,-0.0031540059842268,0.0005172665336527,0.9748813557859352,0.0240658451025663,0.9748813557859352,0.0240658451025663,-0.0031540059842268,0.0005172665336527,0.0035935165800829,-4.285208069535398e-05,0.0032213507772801,-0.0005213160257707,-0.0031540059842268,0.0005172665336527,0.9748813557859352,0.0240658451025663,0.0032213507772801,-0.0005213160257707,0.0035935165800829,-4.285208069535398e-05,1.5004
0.0036202540699147,-0.000136718543419,0.0032244724491347,-0.0005519706152388,0.9750356491164124,0.0165878172198939,-0.0031572127864121,0.000547236275541,0.0032244724491347,-0.0005519706152388,0.0036202540699147,-0.000136718543419,-0.0031572127864121,0.000547236275541,0.9750356491164124,0.0165878172198939,0.9750356491164124,0.0165878172198939,-0.0031572127864121,0.000547236275541,0.0036202540699147,-0.000136718543419,0.0032244724491347,-0.0005519706152388,-0.0031572127864121,0.000547236275541,0.9750356491164124,0.0165878172198939,0.0032244724491347,-0.0005519706152388,0.0036202540699147,-0.000136718543419,1.5005
0.0036454663618664,-0.0002310711422198,0.0032271834351679,-0.000582784652876,0.9751325309595592,0.0091100565233917,-0.0031600177688789,0.000577367727845,0.0032271834351679,-0.000582784652876,0.0036454663618664,-0.0002310711422198,-0.0031600177688789,0.000577367727845,0.9751325309595592,0.0091100565233917,0.9751325309595592,0.0091100565233917,-0.0031600177688789,0.000577367727845,0.0036454663618664,-0.0002310711422198,0.0032271834351679,-0.000582784652876,-0.0031600177688789,0.000577367727845,0.9751325309595592,0.0091100565233917,0.0032271834351679,-0.000582784652876,0.0036454663618664,-0.0002310711422198,1.5006
0.0036691457888185,-0.0003258865253885,0.0032294796158205,-0.0006137511054306,0.9751720270336852,0.0016330036376491,-0.0031624167583507,0.0006076539989058,0.0032294796158205,-0.0006137511054306,0.0036691457888185,-0.0003258865253885,-0.0031624167583507,0.0006076539989058,0.9751720270336852,0.0016330036376491,0.9751720270336852,0.0016330036376491,-0.0031624167583507,0.0006076539989058,0.0036691457888185,-0.0003258865253885,0.0032294796158205,-0.0006137511054306,-0.0031624167583507,0.0006076539989058,0.9751720270336852,0.0016330036376491,0.0032294796158205,-0.0006137511054306,0.0036691457888185,-0.0003258865253885,1.5007
0.0036912850292015,-0.0004211412183737,0.0032313570106808,-0.0006448628390465,0.975154166422086,-0.005842901354208,-0.0031644057180428,0.0006380880953191,0.0032313570106808,-0.0006448628390465,0.0036912850292015,-0.0004211412183737,-0.0031644057180428,0.0006380880953191,0.975154166422086,-0.005842901354208,0.975154166422086,-0.005842901354208,-0.0031644057180428,0.0006380880953191,0.0036912850292015,-0.0004211412183737,0.0032313570106808,-0.0006448628390465,-0.0031644057180428,0.0006380880953191,0.975154166422086,-0.005842901354208,0.0032313570106808,-0.0006448628390465,0.0036912850292015,-0.0004211412183737,1.5008
0.0037118771091588,-0.0005168116286584,0.0032328117810563,-0.0006761126222818,0.9750789815630154,-0.013317218936622,-0.0031659807502143,0.0006686629249236,0.0032328117810563,-0.0006761126222818,0.0037118771091588,-0.0005168116286584,-0.0031659807502143,0.0006686629249236,0.9750789815630154,-0.013317218936622,0.9750789815630154,-0.013317218936622,-0.0031659807502143,0.0006686629249236,0.0037118771091588,-0.0005168116286584,0.0032328117810563,-0.0006761126222818,-0.0031659807502143,0.0006686629249236,0.9750789815630154,-0.013317218936622,0.0032328117810563,-0.0006761126222818,0.0037118771091588,-0.0005168116286584,1.5009
