s_1@TE0_1@TE0_re,s_1@TE0_1@TE0_im,s_2@TE0_1@TE0_re,s_2@TE0_1@TE0_im,s_1@TE0_2@TE0_re,s_1@TE0_2@TE0_im,s_2@TE0_2@TE0_re,s_2@TE0_2@TE0_im,wavelength_μm
0.1233273703390519,-0.287495495242145,-0.0887484676697502,0.1982976019823053,-0.0887484676697502,0.1982976019823053,0.1233273703390519,-0.287495495242145,0.73
0.1166068304194659,-0.2892678324000253,-0.085647168835443,0.2002665775179352,-0.085647168835443,0.2002665775179352,0.1166068304194659,-0.2892678324000253,0.7301
0.109877153881817,-0.290891294720457,-0.082504360844841,0.2021882168730651,-0.082504360844841,0.2021882168730651,0.109877153881817,-0.290891294720457,0.7302
0.103141268365847,-0.2923664508826327,-0.0793207727289565,0.2040616558059956,-0.0793207727289565,0.2040616558059956,0.103141268365847,-0.2923664508826327,0.7303
0.0964020759976252,-0.2936939121965399,-0.0760971516075129,0.205886043326948,-0.0760971516075129,0.205886043326948,0.0964020759976252,-0.2936939121965399,0.7303999999999999
0.0896624533143438,-0.2948743322495713,-0.0728342622932006,0.2076605420502124,-0.0728342622932006,0.2076605420502124,0.0896624533143438,-0.2948743322495713,0.7304999999999999
0.0829252511599125,-0.2959084065692102,-0.0695328868939343,0.2093843285261473,-0.0695328868939343,0.2093843285261473,0.0829252511599125,-0.2959084065692102,0.7306
0.0761932945528705,-0.2967968722990656,-0.0661938244144999,0.2110565935537738,-0.0661938244144999,0.2110565935537738,0.0761932945528705,-0.2967968722990656,0.7307
0.0694693825265851,-0.2975405078854827,-0.0628178903586837,0.2126765424745932,-0.0628178903586837,0.2126765424745932,0.0694693825265851,-0.2975405078854827,0.7308
0.0627562879431109,-0.2981401327717252,-0.059405916333062,0.2142433954485263,-0.059405916333062,0.2142433954485263,0.0627562879431109,-0.2981401327717252,0.7309
0.0560567572811985,-0.2985966070977175,-0.0559587496534392,0.2157563877127219,-0.0559587496534392,0.2157563877127219,0.0560567572811985,-0.2985966070977175,0.731
0.0493735104000003,-0.2989108314028521,-0.0524772529547155,0.217214769824314,-0.0524772529547155,0.217214769824314,0.0493735104000003,-0.2989108314028521,0.7311
0.0427092402792132,-0.299083746329772,-0.0489623038051107,0.218617807887987,-0.0489623038051107,0.218617807887987,0.0427092402792132,-0.299083746329772,0.7312
0.036066612737078,-0.2991163323272275,-0.0454147943253962,0.2199647837693436,-0.0454147943253962,0.2199647837693436,0.036066612737078,-0.2991163323272275,0.7313
0.0294482661276074,-0.2990096093503426,-0.0418356308135764,0.2212549952952791,-0.0418356308135764,0.2212549952952791,0.0294482661276074,-0.2990096093503426,0.7313999999999999
0.0228568110183598,-0.2987646365565405,-0.0382257333757587,0.2224877564421058,-0.0382257333757587,0.2224877564421058,0.0228568110183598,-0.2987646365565405,0.7314999999999999
0.0162948298499019,-0.2983825119958959,-0.034586035563313,0.2236623975128323,-0.034586035563313,0.2236623975128323,0.0162948298499019,-0.2983825119958959,0.7316
0.0097648765786829,-0.2978643722945076,-0.0309174840167644,0.2247782653043186,-0.0309174840167644,0.2247782653043186,0.0097648765786829,-0.2978643722945076,0.7317
0.003269476304543,-0.2972113923299804,-0.0272210381165431,0.2258347232656059,-0.0272210381165431,0.2258347232656059,0.003269476304543,-0.2972113923299804,0.7318
-0.0031888751157521,-0.2964247848977613,-0.0234976696405438,0.2268311516483168,-0.0234976696405438,0.2268311516483168,-0.0031888751157521,-0.2964247848977613,0.7319
-0.0096077114675053,-0.2955058003678372,-0.0197483624287296,0.2277669476500246,-0.0197483624287296,0.2277669476500246,-0.0096077114675053,-0.2955058003678372,0.732
-0.0159845965883775,-0.2944557263310562,-0.0159741120544589,0.2286415255518306,-0.0159741120544589,0.2286415255518306,-0.0159845965883775,-0.2944557263310562,0.7321
-0.0223171247884899,-0.2932758872341138,-0.0121759255023478,0.2294543168507198,-0.0121759255023478,0.2294543168507198,-0.0223171247884899,-0.2932758872341138,0.7322
-0.0286029212792353,-0.2919676440034246,-0.0083548208525581,0.2302047703877918,-0.0083548208525581,0.2302047703877918,-0.0286029212792353,-0.2919676440034246,0.7323
-0.0348396426094569,-0.2905323936569819,-0.0045118269710409,0.2308923524731178,-0.0045118269710409,0.2308923524731178,-0.0348396426094569,-0.2905323936569819,0.7323999999999999
-0.0410249771079057,-0.2889715689041779,-0.0006479832053278,0.2315165470079035,-0.0006479832053278,0.2315165470079035,-0.0410249771079057,-0.2889715689041779,0.7324999999999999
-0.0471566453307954,-0.2872866377335104,0.0032356609144682,0.2320768556047343,0.0032356609144682,0.2320768556047343,-0.0471566453307954,-0.2872866377335104,0.7326
-0.0532324005134182,-0.2854791029878162,0.0071380459700964,0.2325727977064397,0.0071380459700964,0.2325727977064397,-0.0532324005134182,-0.2854791029878162,0.7327
-0.0592500290249381,-0.2835505019271764,0.0110581029455159,0.2330039107042351,0.0110581029455159,0.2330039107042351,-0.0592500290249381,-0.2835505019271764,0.7328
-0.0652073508252544,-0.2815024057797973,0.0149947535138398,0.2333697500553967,0.0149947535138398,0.2333697500553967,-0.0652073508252544,-0.2815024057797973,0.7329
-0.0711022199231807,-0.2793364192802418,0.0189469103211258,0.233669889401131,0.0189469103211258,0.233669889401131,-0.0711022199231807,-0.2793364192802418,0.733
-0.0769325248352595,-0.2770541801959438,0.0229134772685599,0.2339039206848856,0.0229134772685599,0.2339039206848856,-0.0769325248352595,-0.2770541801959438,0.7331
-0.0826961890442682,-0.2746573588415136,0.026893349792295,0.2340714542710743,0.026893349792295,0.2340714542710743,-0.0826961890442682,-0.2746573588415136,0.7332
-0.0883911714568866,-0.272147657581476,0.0308854151429519,0.2341721190648459,0.0308854151429519,0.2341721190648459,-0.0883911714568866,-0.272147657581476,0.7333
-0.0940154668599139,-0.2695268103212879,0.0348885526646021,0.2342055626326202,0.0348885526646021,0.2342055626326202,-0.0940154668599139,-0.2695268103212879,0.7333999999999999
-0.0995671063745245,-0.2667965819871756,0.0389016340742081,0.2341714513236252,0.0389016340742081,0.2341714513236252,-0.0995671063745245,-0.2667965819871756,0.7334999999999999
-0.1050441579079856,-0.2639587679945805,0.0429235237420713,0.2340694703922791,0.0429235237420713,0.2340694703922791,-0.1050441579079856,-0.2639587679945805,0.7336
-0.1104447266024598,-0.261015193705918,0.0469530789738563,0.2338993241213839,0.0469530789738563,0.2338993241213839,-0.1104447266024598,-0.261015193705918,0.7337
